顧客番号,性別,居住地区,持ち家,年収,生年月日
20559,女性,杉並区,なし,3800000,1980-04-10
20560,女性,杉並区,なし,3100000,1997-11-09
20561,男性,世田谷区,あり,8500000,1977-11-10
20562,女性,世田谷区,あり,6700000,1991-11-23
20563,女性,品川区,なし,5500000,1967-08-24
20564,男性,目黒区,なし,6900000,1985-03-21
20565,女性,世田谷区,なし,4100000,1976-02-20
20566,男性,品川区,あり,7700000,1976-12-17
20567,女性,品川区,あり,7000000,1970-04-09
20568,女性,目黒区,なし,5500000,1970-10-28
20569,男性,杉並区,なし,5600000,1982-04-20
20570,男性,杉並区,なし,4800000,2001-04-10
20571,女性,世田谷区,なし,4900000,1964-11-24
20572,女性,世田谷区,あり,6600000,1981-09-09
20573,男性,世田谷区,あり,3000000,1999-10-15
20574,男性,目黒区,あり,5000000,1986-07-02
20575,女性,目黒区,あり,5000000,1998-11-24
20576,男性,世田谷区,なし,5500000,1983-02-17
20577,男性,杉並区,なし,6700000,1973-12-18
20578,男性,品川区,あり,8500000,1977-11-08
20579,女性,杉並区,なし,8100000,1982-02-21
20580,女性,品川区,あり,5200000,1980-07-07
20581,女性,目黒区,なし,4400000,1990-07-04
20582,男性,世田谷区,なし,4700000,1974-03-23
20583,男性,品川区,あり,3600000,1998-04-16
20584,女性,品川区,あり,5600000,1982-05-06
20585,女性,品川区,なし,3300000,1979-01-21
20586,女性,杉並区,あり,6000000,1988-12-15
20587,男性,品川区,なし,6300000,1976-06-07
20588,女性,杉並区,あり,3100000,1990-06-07
20589,男性,品川区,なし,5000000,1979-11-03
20590,男性,目黒区,あり,2300000,1999-06-08
20591,女性,世田谷区,あり,5600000,1972-06-16
20592,女性,目黒区,なし,4600000,1982-10-26
20593,女性,目黒区,あり,6300000,1993-01-25
20594,男性,目黒区,あり,6500000,1982-12-28
20595,女性,杉並区,なし,8200000,1966-12-21
20596,女性,杉並区,あり,5400000,1985-01-08
20597,男性,目黒区,なし,5300000,1982-04-18
20598,女性,品川区,なし,5300000,1999-11-03
20599,男性,世田谷区,なし,4700000,1969-06-02
20600,女性,品川区,あり,7500000,1967-03-23
20601,女性,品川区,あり,5500000,1973-03-28
20602,男性,目黒区,あり,4400000,1990-11-28
20603,男性,杉並区,あり,5000000,1967-04-08
20604,男性,世田谷区,あり,3900000,1991-02-23
20605,男性,世田谷区,なし,6300000,1984-07-03
20606,女性,世田谷区,あり,4900000,1980-05-14
20607,男性,目黒区,あり,7000000,1977-12-06
20608,男性,杉並区,なし,5500000,1980-07-17
20609,女性,杉並区,あり,5700000,1982-10-12
20610,男性,目黒区,なし,3700000,1977-01-13
20611,女性,世田谷区,あり,5900000,1995-10-03
20612,女性,世田谷区,あり,5400000,1977-12-28
20613,男性,世田谷区,あり,7100000,1972-03-25
20614,女性,品川区,あり,6600000,1997-06-24
20615,男性,杉並区,なし,6000000,1975-01-08
20616,男性,杉並区,なし,4700000,1997-03-05
20617,女性,目黒区,あり,4200000,1963-12-01
20618,男性,世田谷区,あり,1900000,2001-12-02
20619,女性,品川区,なし,2800000,1981-08-05
20620,男性,杉並区,なし,4900000,1976-05-28
20621,女性,目黒区,あり,4400000,1974-09-06
20622,男性,目黒区,あり,4100000,1957-09-27
20623,男性,品川区,なし,3700000,1999-01-13
20624,男性,目黒区,なし,3900000,1971-12-02
20625,女性,目黒区,なし,7500000,1969-07-24
20626,女性,目黒区,あり,6500000,1970-08-02
20627,男性,目黒区,なし,7000000,1971-09-16
20628,男性,杉並区,なし,6900000,1974-01-02
20629,男性,杉並区,なし,5000000,1987-10-24
20630,女性,杉並区,なし,4500000,1969-10-14
20631,女性,目黒区,あり,3900000,1997-05-14
20632,女性,世田谷区,なし,5200000,1997-10-03
20633,女性,世田谷区,あり,3300000,1987-10-12
20634,男性,世田谷区,なし,4400000,1988-01-03
20635,女性,品川区,なし,4500000,1963-02-15
20636,女性,品川区,あり,5600000,1973-09-18
20637,男性,杉並区,あり,4500000,1985-07-16
20638,男性,品川区,あり,3600000,1990-04-20
20639,女性,目黒区,なし,4000000,1987-05-10
20640,男性,目黒区,なし,3800000,1973-02-09
20641,女性,杉並区,なし,7400000,1981-08-28
20642,男性,世田谷区,あり,4600000,1978-04-04
20643,女性,杉並区,あり,5900000,1992-03-11
20644,女性,品川区,なし,4700000,1998-12-20
20645,女性,世田谷区,なし,3700000,1997-10-01
20646,男性,目黒区,あり,8000000,1963-05-06
20647,女性,杉並区,あり,6000000,1988-06-11
20648,女性,杉並区,なし,3000000,1982-07-28
20649,女性,世田谷区,なし,4600000,1967-06-14
20650,男性,目黒区,あり,4300000,1984-05-02
20651,男性,世田谷区,あり,4100000,1994-02-25
20652,男性,杉並区,あり,6900000,1979-07-12
20653,男性,品川区,あり,7400000,1987-11-13
20654,男性,世田谷区,あり,4500000,1984-11-20
20655,男性,品川区,なし,3500000,1977-05-09
20656,女性,世田谷区,なし,6700000,1991-12-26
20657,女性,杉並区,あり,5200000,1992-08-20
20658,女性,世田谷区,なし,6500000,1967-01-18
20659,女性,品川区,あり,5700000,1964-03-22
20660,女性,目黒区,なし,5700000,1977-12-17
20661,男性,品川区,あり,6800000,1966-03-08
20662,女性,品川区,あり,5600000,1985-06-08
20663,女性,世田谷区,なし,4600000,1964-01-16
20664,女性,杉並区,あり,6800000,1969-11-09
20665,女性,目黒区,なし,5200000,1967-07-05
20666,女性,世田谷区,なし,5900000,1990-08-16
20667,男性,世田谷区,あり,3600000,1985-05-24
20668,女性,品川区,なし,3500000,1976-05-20
20669,女性,品川区,なし,6400000,1981-09-25
20670,女性,杉並区,なし,6100000,1988-06-12
20671,男性,目黒区,あり,4000000,1987-08-01
20672,男性,杉並区,なし,6500000,1980-07-25
20673,男性,世田谷区,あり,4700000,1993-04-24
20674,女性,世田谷区,あり,7400000,1991-06-20
20675,女性,世田谷区,なし,7800000,1975-10-22
20676,男性,品川区,なし,5600000,1978-05-04
20677,女性,杉並区,あり,3700000,1958-01-03
20678,女性,目黒区,なし,6500000,1980-04-18
20679,男性,世田谷区,あり,3900000,1977-09-21
20680,女性,世田谷区,あり,4900000,1978-10-07
20681,女性,世田谷区,なし,5700000,1989-07-27
20682,女性,品川区,なし,7400000,1975-09-28
20683,女性,目黒区,なし,5500000,1973-10-16
20684,女性,品川区,なし,5700000,1978-11-24
20685,女性,杉並区,あり,6800000,1966-11-12
20686,女性,品川区,なし,6500000,1967-05-06
20687,男性,杉並区,あり,6900000,1989-10-03
20688,女性,目黒区,なし,7000000,1975-02-09
20689,女性,世田谷区,なし,3800000,1986-08-20
20690,女性,品川区,なし,3000000,1983-05-19
20691,男性,目黒区,なし,5900000,1979-10-18
20692,女性,目黒区,なし,5600000,1960-12-06
20693,女性,品川区,なし,5200000,1965-08-15
20694,女性,世田谷区,なし,6000000,1979-05-18
20695,男性,杉並区,なし,4200000,1990-03-05
20696,男性,世田谷区,なし,5800000,1970-03-04
20697,女性,品川区,なし,2700000,1995-08-23
20698,男性,世田谷区,なし,5300000,1975-02-19
20699,女性,世田谷区,あり,7200000,1985-09-08
20700,女性,目黒区,なし,3200000,1988-04-21
20701,男性,目黒区,なし,6900000,1969-07-07
20702,女性,世田谷区,なし,4800000,1984-12-13
20703,女性,目黒区,あり,6600000,1977-04-15
20704,男性,杉並区,なし,4000000,1985-10-28
20705,女性,世田谷区,あり,6800000,1968-08-13
20706,女性,品川区,あり,6100000,1970-09-22
20707,女性,世田谷区,なし,5900000,1966-02-04
20708,女性,目黒区,あり,4700000,1978-01-20
20709,女性,世田谷区,あり,7000000,1975-03-17
20710,男性,品川区,あり,4000000,1998-12-24
20711,男性,目黒区,なし,5600000,1987-05-17
20712,女性,目黒区,あり,6800000,1982-10-21
20713,女性,品川区,あり,4900000,1971-03-05
20714,女性,世田谷区,なし,3000000,1985-10-20
20715,女性,目黒区,あり,5700000,1977-11-09
20716,女性,杉並区,あり,5500000,1960-05-15
20717,男性,目黒区,あり,5100000,1995-11-25
20718,女性,目黒区,なし,3600000,1959-04-02
20719,男性,杉並区,なし,4300000,1991-12-12
20720,女性,杉並区,なし,5100000,1982-02-25
20721,女性,品川区,なし,3200000,1979-07-02
20722,女性,品川区,あり,7500000,1982-06-02
20723,女性,品川区,あり,4900000,1989-10-01
20724,女性,目黒区,あり,3700000,1969-07-24
20725,男性,品川区,なし,7400000,1974-11-12
20726,男性,世田谷区,あり,3200000,1986-05-03
20727,男性,目黒区,なし,5300000,1987-05-09
20728,男性,杉並区,なし,4900000,1989-08-10
20729,女性,世田谷区,あり,5300000,1978-08-13
20730,女性,杉並区,あり,5600000,2000-01-15
20731,男性,杉並区,あり,3600000,1983-03-19
20732,女性,目黒区,なし,7100000,1984-06-27
20733,女性,目黒区,あり,4500000,1984-01-13
20734,女性,杉並区,なし,4500000,1993-07-12
20735,男性,世田谷区,あり,5900000,1979-04-11
20736,男性,杉並区,あり,6600000,1979-07-07
20737,男性,目黒区,あり,2400000,1997-07-10
20738,男性,品川区,なし,5400000,1986-08-10
20739,男性,品川区,あり,5700000,1987-06-04
20740,女性,品川区,なし,7100000,1978-06-27
20741,女性,目黒区,あり,6600000,1976-08-24
20742,男性,目黒区,なし,4600000,1992-03-19
20743,女性,品川区,あり,4700000,1972-10-28
20744,男性,世田谷区,なし,4100000,1974-09-19
20745,男性,品川区,なし,5500000,1995-03-11
20746,女性,世田谷区,なし,2200000,1999-07-05
20747,女性,杉並区,あり,6000000,1982-09-05
20748,女性,世田谷区,あり,5300000,1966-06-15
20749,男性,目黒区,あり,4000000,1983-01-09
20750,女性,品川区,あり,5900000,1962-10-04
20751,女性,品川区,あり,4400000,1972-04-15
20752,女性,杉並区,なし,7000000,1983-08-11
20753,男性,目黒区,なし,6900000,1968-06-07
20754,男性,品川区,なし,5300000,1963-11-07
20755,女性,世田谷区,あり,2900000,1997-07-22
20756,男性,品川区,なし,5300000,1985-12-05
20757,女性,目黒区,あり,4600000,1975-09-13
20758,男性,杉並区,あり,4400000,1999-12-01
20759,男性,目黒区,なし,3900000,1973-09-19
20760,男性,杉並区,なし,7000000,1971-08-12
20761,女性,目黒区,あり,5400000,1983-11-12
20762,女性,目黒区,なし,4100000,1989-04-05
20763,男性,杉並区,あり,4300000,1984-05-20
20764,女性,杉並区,あり,2000000,1997-05-23
20765,男性,目黒区,あり,5300000,1986-05-09
20766,女性,世田谷区,なし,7200000,1966-02-24
20767,女性,杉並区,あり,3900000,1995-02-26
20768,女性,世田谷区,あり,4400000,1984-02-10
20769,女性,目黒区,あり,4200000,1985-01-20
20770,男性,杉並区,なし,6100000,1961-07-19
20771,女性,杉並区,なし,7800000,1984-04-03
20772,男性,目黒区,あり,3200000,1989-10-25
20773,男性,目黒区,あり,4500000,1996-08-15
20774,男性,世田谷区,なし,4000000,1986-03-20
20775,女性,杉並区,あり,5300000,1968-05-18
20776,女性,目黒区,なし,5200000,1967-06-12
20777,女性,品川区,なし,4700000,1982-06-15
20778,女性,世田谷区,なし,5300000,1958-08-24
20779,男性,品川区,なし,5400000,1982-12-23
20780,女性,品川区,あり,4800000,1982-12-13
20781,女性,目黒区,なし,2900000,1993-07-27
20782,男性,杉並区,なし,4100000,1979-01-23
20783,女性,世田谷区,あり,4700000,1984-12-13
20784,男性,杉並区,なし,3800000,1993-12-10
20785,男性,目黒区,なし,5900000,1990-07-22
20786,女性,杉並区,あり,4300000,1986-04-09
20787,男性,目黒区,あり,6100000,1968-02-27
20788,女性,杉並区,あり,4300000,2002-06-17
20789,男性,目黒区,なし,4300000,1996-03-19
20790,女性,杉並区,なし,3900000,1985-08-20
20791,男性,品川区,なし,6800000,1970-02-20
20792,男性,世田谷区,あり,7800000,1971-10-05
20793,男性,世田谷区,あり,6400000,1979-06-20
20794,男性,品川区,なし,4900000,1980-03-01
20795,男性,品川区,あり,5100000,1970-01-16
20796,男性,目黒区,あり,7100000,1978-02-04
20797,女性,目黒区,あり,3300000,1963-08-16
20798,男性,品川区,なし,3200000,1996-01-14
20799,男性,世田谷区,なし,6300000,1978-10-11
20800,女性,世田谷区,なし,6400000,1965-11-08
20801,男性,品川区,あり,5200000,1981-02-03
20802,男性,品川区,なし,2900000,1988-02-10
20803,女性,品川区,なし,4900000,1969-07-13
20804,男性,世田谷区,なし,4000000,1980-12-16
20805,女性,目黒区,なし,4200000,1966-11-23
20806,男性,品川区,なし,3800000,1986-11-06
20807,女性,目黒区,なし,3100000,1999-12-14
20808,男性,目黒区,なし,4200000,1973-05-21
20809,男性,目黒区,あり,8000000,1974-03-06
20810,男性,世田谷区,なし,6600000,1967-09-24
20811,女性,杉並区,なし,6100000,1987-04-20
20812,女性,品川区,なし,7900000,1970-12-08
20813,男性,世田谷区,あり,4400000,1989-08-05
20814,男性,世田谷区,あり,4600000,1990-12-04
20815,男性,世田谷区,あり,4600000,1983-10-10
20816,男性,世田谷区,なし,3500000,2000-07-08
20817,女性,品川区,あり,3300000,1996-08-05
20818,女性,世田谷区,なし,7500000,1986-05-25
20819,男性,目黒区,あり,5800000,1978-01-25
20820,女性,目黒区,なし,4800000,1999-03-13
20821,女性,品川区,あり,4800000,1986-12-13
20822,男性,杉並区,なし,3900000,1993-04-06
20823,女性,品川区,あり,7300000,1966-08-03
20824,女性,目黒区,あり,5900000,1984-06-18
20825,女性,品川区,あり,4800000,1968-03-24
20826,女性,品川区,あり,5800000,1982-02-02
20827,女性,目黒区,なし,5400000,1986-06-14
20828,男性,品川区,なし,8100000,1973-10-28
20829,男性,杉並区,あり,7900000,1977-07-21
20830,女性,杉並区,なし,4400000,1969-04-26
20831,男性,目黒区,あり,5100000,1981-10-11
20832,女性,世田谷区,あり,4100000,1994-07-18
20833,男性,杉並区,なし,5500000,1980-02-22
20834,男性,世田谷区,なし,4200000,1985-05-23
20835,男性,世田谷区,あり,3800000,1971-07-17
20836,男性,品川区,なし,4100000,1985-04-10
20837,男性,品川区,なし,4700000,1961-01-16
20838,女性,目黒区,なし,5500000,1967-07-14
20839,女性,品川区,あり,5000000,1995-05-24
20840,女性,世田谷区,あり,3500000,1991-02-06
20841,男性,目黒区,なし,5700000,1992-12-19
20842,男性,世田谷区,あり,5000000,1976-11-26
20843,女性,目黒区,あり,3900000,1997-06-04
20844,女性,品川区,あり,8100000,1983-03-22
20845,女性,杉並区,あり,4900000,1983-04-04
20846,男性,杉並区,あり,4500000,1995-11-19
20847,男性,杉並区,あり,3800000,1968-01-18
20848,女性,世田谷区,あり,5300000,1981-08-21
20849,男性,目黒区,あり,5500000,1988-03-04
20850,男性,世田谷区,あり,3800000,2001-11-06
20851,女性,杉並区,なし,8200000,1962-06-07
20852,女性,世田谷区,あり,6500000,1985-11-25
20853,男性,目黒区,あり,6000000,1975-04-16
20854,女性,品川区,なし,3500000,1993-04-01
20855,女性,目黒区,あり,5200000,1990-03-25
20856,男性,世田谷区,あり,4500000,1997-04-22
20857,男性,杉並区,あり,3900000,1992-11-08
20858,男性,品川区,なし,5000000,1995-10-21
20859,男性,目黒区,なし,5100000,1983-08-11
20860,男性,杉並区,あり,6000000,1980-12-08
20861,男性,品川区,なし,3600000,1978-04-26
20862,女性,目黒区,なし,7200000,1965-11-03
20863,女性,世田谷区,あり,7800000,1980-03-06
20864,男性,世田谷区,あり,2500000,1990-01-27
20865,女性,品川区,あり,5000000,1982-09-14
20866,女性,世田谷区,あり,6700000,1980-05-05
20867,男性,品川区,なし,5200000,1976-09-12
20868,男性,品川区,あり,4600000,1996-02-04
20869,女性,目黒区,なし,4800000,1996-03-05
20870,女性,目黒区,あり,5600000,1968-03-04
20871,男性,品川区,なし,7000000,1975-02-18
20872,男性,目黒区,なし,5000000,1979-05-10
20873,男性,杉並区,あり,5800000,1972-08-04
20874,女性,品川区,あり,4100000,1985-12-18
20875,男性,世田谷区,なし,5800000,1978-04-07
20876,男性,品川区,あり,7100000,1981-08-27
20877,男性,目黒区,なし,5300000,2002-07-15
20878,男性,世田谷区,あり,7100000,1983-10-15
20879,男性,杉並区,あり,3500000,1974-01-24
20880,女性,杉並区,なし,5600000,1968-06-27
20881,男性,杉並区,あり,6500000,1986-10-12
20882,女性,世田谷区,あり,2500000,1986-12-21
20883,女性,世田谷区,あり,6400000,1984-08-27
20884,女性,杉並区,なし,7700000,1968-04-09
20885,男性,杉並区,あり,6600000,1971-03-27
20886,男性,目黒区,なし,4200000,1999-04-25
20887,女性,杉並区,あり,4800000,1969-03-18
